,from_node,to_node,edge_id,length_m,travel_time_sec,weight,graph_type
1235,128566335,128560437,128566335|128560437|0,84.22148607891236,6.1631869379200515,84.22148607891236,length
1236,128566335,5258500725,128566335|5258500725|0,51.57671177959286,3.916805451039643,51.57671177959286,length
1237,128566335,2486710615,128566335|2486710615|0,106.03317201782902,7.759329491695345,106.03317201782902,length
1238,128571476,11371491777,128571476|11371491777|0,70.24529500643875,5.057661240463591,70.24529500643875,length
1239,128571476,128577510,128571476|128577510|0,84.23668220307384,5.329325989835808,84.23668220307384,length
1240,128573633,3092784194,128573633|3092784194|0,387.0361074414565,24.486263376566974,387.0361074414565,length
1241,128575853,11371573708,128575853|11371573708|0,45.2310810862313,2.8615939003878195,45.2310810862313,length
1242,128575853,128573633,128575853|128573633|0,64.03235025778616,4.051076793319348,64.03235025778616,length
1243,128577510,128577519,128577510|128577519|0,221.87861993116695,14.037393981608176,221.87861993116695,length
1244,128577519,3092764696,128577519|3092764696|0,229.54688942635732,10.32961002418608,229.54688942635732,length
1245,128578702,128578706,128578702|128578706|0,20.39814310508265,1.2905108718816587,20.39814310508265,length
1246,128578702,11108276739,128578702|11108276739|0,21.94735207206074,1.3885232745009746,21.94735207206074,length
1247,128578706,11108276739,128578706|11108276739|0,10.38585357523745,0.7887158078442109,10.38585357523745,length
1248,128578706,13173772676,128578706|13173772676|0,76.54190078540586,4.8425072129943425,76.54190078540586,length
1249,128579825,12986991569,128579825|12986991569|0,73.65622902756257,4.6599420276735914,73.65622902756257,length
1250,128580161,128579825,128580161|128579825|0,126.4728644556355,8.001444334280825,126.4728644556355,length
1251,128580161,128581937,128580161|128581937|0,83.34294049888103,6.09889644750834,83.34294049888103,length
1252,128580161,128597080,128580161|128597080|0,40.474233575409826,2.914144817429508,40.474233575409826,length
1253,128581937,128591080,128581937|128591080|0,84.43700432467365,6.332775324350523,84.43700432467365,length
1254,128581937,2490198482,128581937|2490198482|0,89.24349860968174,6.530689382637165,89.24349860968174,length
1255,128583756,26015892,128583756|26015892|0,312.8215766824098,14.07697095070844,312.8215766824098,length
1256,128587416,13152754491,128587416|13152754491|0,160.211768999436,10.135973094808199,160.211768999436,length
1257,128587416,128591080,128587416|128591080|0,298.1423464048182,18.862302191999774,298.1423464048182,length
1258,128591080,4731603473,128591080|4731603473|0,145.96083727492035,10.947062795619026,145.96083727492035,length
1259,128597080,411504969,128597080|411504969|0,28.52213551471265,2.087201986452205,28.52213551471265,length
1260,128597080,128580161,128597080|128580161|0,40.474233575409826,2.914144817429508,40.474233575409826,length
1261,128597080,411504967,128597080|411504967|0,48.05519096561722,3.45997374952444,48.05519096561722,length
1262,128616477,11371513838,128616477|11371513838|0,0.9772156336418268,0.07151099926151233,0.9772156336418268,length
1263,128616478,128617100,128616478|128617100|0,16.951097286401765,1.2713322964801324,16.951097286401765,length
1264,128616478,128560429,128616478|128560429|0,29.18613666123189,2.1357924754535142,29.18613666123189,length
1265,128617100,11371510479,128617100|11371510479|0,0.5979400542298967,0.04375624918843154,0.5979400542298967,length
1266,128617101,128616477,128617101|128616477|0,15.839598735708408,1.1879699051781305,15.839598735708408,length
1267,128617101,128560426,128617101|128560426|0,27.203607835043375,1.9907143447474547,27.203607835043375,length
1268,128651490,792643017,128651490|792643017|0,9.992550944831903,0.7013071911635566,9.992550944831903,length
1269,128651494,792643023,128651494|792643023|0,10.511705924325831,0.7377430444764451,10.511705924325831,length
1270,128651494,444030216,128651494|444030216|0,45.902472704359404,3.5632027501455004,45.902472704359404,length
1271,128655622,1548085960,128655622|1548085960|0,28.780072611435266,2.2340677492241965,28.780072611435266,length
1272,128655622,128655623,128655622|128655623|0,21.446927462122055,1.5694501408965933,21.446927462122055,length
1273,128655623,4395077799,128655623|4395077799|0,49.38619960919651,3.6139991647704135,49.38619960919651,length
1274,128655624,1548085276,128655624|1548085276|0,176.125810131611,12.888591058778786,176.125810131611,length
1275,128655624,5291943800,128655624|5291943800|0,20.452112336012924,1.4966512403270125,20.452112336012924,length
1276,128655625,1097379498,128655625|1097379498|0,66.88691760091774,5.079483247828369,66.88691760091774,length
1277,128655625,5291943800,128655625|5291943800|0,106.50458593641618,7.793826770723026,106.50458593641618,length
1278,128655625,1548083460,128655625|1548083460|0,156.55054877862588,11.456106301100107,156.55054877862588,length
1279,128655629,1548082998,128655629|1548082998|0,45.04207817832442,3.2961036525206824,45.04207817832442,length
1280,128655629,1548082859,128655629|1548082859|0,56.48846929665117,4.3849461105440914,56.48846929665117,length
1281,128655630,1548082068,128655630|1548082068|0,165.63967646384964,23.02651294660244,165.63967646384964,length
1282,128655630,128655633,128655630|128655633|0,48.70319669514122,3.5640181583260153,48.70319669514122,length
1283,128655633,5291943563,128655633|5291943563|0,116.96817198656257,16.26041045290754,116.96817198656257,length
1284,128655633,1097379481,128655633|1097379481|0,15.242675802120626,1.1154334217584145,15.242675802120626,length
1285,128655638,128655642,128655638|128655642|0,118.001629242506,8.635161095581676,118.001629242506,length
1286,128655638,1097379507,128655638|1097379507|0,54.180192636654496,4.2057649628100675,54.180192636654496,length
