od_id,route_id,route_rank,generator,stable_share_norm,avg_time_sec,avg_distance_m,route_node_seq,edge_seq
1866347361__2334439514,1866347361__2334439514__cand_04_corridor,4,corridor,0.0,355.803520,4889.033691,1866347361;2168865934;4720550785;5494271709;930155434;428214956;9116212205;9116212200;126598827;122439068;1216466461;10876563844;126592365;9550682909;1788788654;343646735;3694392911;126604785;126608577;1202110494;9768711949;425743085;12965080067;12965080070;126604783;1990333409;6409245214;126604780;1471128087;1561603567;126604779;1561603613;1628753289;296058885;2583954419;3241140499;2292597582;13164581654;1561604006;1561604053;10701585840;3139458268;3139458022;1561604104;6241914180;1561604110;885948003;5486537273;5474314828;112628017;112628020;112628025;112628026;296060854;112628027;1837851206;7115350897;7115350900;492795582;1837851182;3897692305;111641067;5476877544;9864964885;10828125196;3139458015;422548043;111641071;3139458021;2197440824;8788346797;2197440897;2197440890;5869802255;2334439514,1866347361|2168865934|0;2168865934|4720550785|0;4720550785|5494271709|0;5494271709|930155434|0;930155434|428214956|0;428214956|9116212205|0;9116212205|9116212200|0;9116212200|126598827|0;126598827|122439068|0;122439068|1216466461|0;1216466461|10876563844|0;10876563844|126592365|0;126592365|9550682909|0;9550682909|1788788654|0;1788788654|343646735|0;343646735|3694392911|0;3694392911|126604785|0;126604785|126608577|0;126608577|1202110494|0;1202110494|9768711949|0;9768711949|425743085|0;425743085|12965080067|0;12965080067|12965080070|0;12965080070|126604783|0;126604783|1990333409|0;1990333409|6409245214|0;6409245214|126604780|0;126604780|1471128087|0;1471128087|1561603567|0;1561603567|126604779|0;126604779|1561603613|0;1561603613|1628753289|0;1628753289|296058885|0;296058885|2583954419|0;2583954419|3241140499|0;3241140499|2292597582|0;2292597582|13164581654|0;13164581654|1561604006|0;1561604006|1561604053|0;1561604053|10701585840|0;10701585840|3139458268|0;3139458268|3139458022|0;3139458022|1561604104|0;1561604104|6241914180|0;6241914180|1561604110|0;1561604110|885948003|0;885948003|5486537273|0;5486537273|5474314828|0;5474314828|112628017|0;112628017|112628020|0;112628020|112628025|0;112628025|112628026|0;112628026|296060854|0;296060854|112628027|0;112628027|1837851206|0;1837851206|7115350897|0;7115350897|7115350900|0;7115350900|492795582|0;492795582|1837851182|0;1837851182|3897692305|0;3897692305|111641067|0;111641067|5476877544|0;5476877544|9864964885|0;9864964885|10828125196|0;10828125196|3139458015|0;3139458015|422548043|0;422548043|111641071|0;111641071|3139458021|0;3139458021|2197440824|0;2197440824|8788346797|0;8788346797|2197440897|0;2197440897|2197440890|0;2197440890|5869802255|0;5869802255|2334439514|0
1866347361__2334439514,1866347361__2334439514__cand_05_penalty,5,penalty,0.0,321.987725,4789.711559,1866347361;2168865934;2094769995;3446699975;111799455;5284452320;4554424762;7187913791;2572799251;1239645077;343646789;343646783;9421487746;1239645080;343646781;670393821;4720552012;343646786;4720552014;9434313532;698593228;1243857979;2215508913;112594210;4438014887;4438030091;4438030098;112594236;112594241;25503936;4722746638;25504027;1243857999;1243857957;112589349;4722746602;112263308;4656694945;4656694942;111649545;5476877921;111636738;10828125192;1353862705;4606349508;11028544799;1398246221;1837851213;3237136830;6094501302;492795541;1837851208;4604359585;6094493381;2334439514,1866347361|2168865934|0;2168865934|2094769995|0;2094769995|3446699975|0;3446699975|111799455|0;111799455|5284452320|0;5284452320|4554424762|0;4554424762|7187913791|0;7187913791|2572799251|0;2572799251|1239645077|0;1239645077|343646789|0;343646789|343646783|0;343646783|9421487746|0;9421487746|1239645080|0;1239645080|343646781|0;343646781|670393821|0;670393821|4720552012|0;4720552012|343646786|0;343646786|4720552014|0;4720552014|9434313532|0;9434313532|698593228|0;698593228|1243857979|0;1243857979|2215508913|0;2215508913|112594210|0;112594210|4438014887|0;4438014887|4438030091|0;4438030091|4438030098|0;4438030098|112594236|0;112594236|112594241|0;112594241|25503936|0;25503936|4722746638|0;4722746638|25504027|0;25504027|1243857999|0;1243857999|1243857957|0;1243857957|112589349|0;112589349|4722746602|0;4722746602|112263308|0;112263308|4656694945|0;4656694945|4656694942|1;4656694942|111649545|0;111649545|5476877921|0;5476877921|111636738|0;111636738|10828125192|0;10828125192|1353862705|0;1353862705|4606349508|0;4606349508|11028544799|0;11028544799|1398246221|0;1398246221|1837851213|0;1837851213|3237136830|0;3237136830|6094501302|0;6094501302|492795541|0;492795541|1837851208|0;1837851208|4604359585|0;4604359585|6094493381|0;6094493381|2334439514|0
1866347361__2334439514,1866347361__2334439514__cand_06_penalty,6,penalty,0.0,322.413026,4827.918086,1866347361;2168865934;2094769995;3446699975;111799455;5284452320;12170698315;12400883457;2572799251;9035704720;1243809319;1243809345;1243809331;335562443;343646792;343646793;1788788389;122434048;1243857875;1243857979;2215508913;112594210;4722746637;4722746602;112263308;4656694945;4656694942;111649545;5476877921;111636738;111636742;111636743;111641319;13852195176;5971114298;1837851160;4179753871;8785232252;6056394005;4604362038;11028522873;297353358;4605936269;10543626671;8788346770;1837851208;4604359585;6094493381;2334439514,1866347361|2168865934|0;2168865934|2094769995|0;2094769995|3446699975|0;3446699975|111799455|0;111799455|5284452320|0;5284452320|12170698315|0;12170698315|12400883457|0;12400883457|2572799251|0;2572799251|9035704720|0;9035704720|1243809319|0;1243809319|1243809345|0;1243809345|1243809331|0;1243809331|335562443|0;335562443|343646792|0;343646792|343646793|0;343646793|1788788389|0;1788788389|122434048|0;122434048|1243857875|0;1243857875|1243857979|0;1243857979|2215508913|0;2215508913|112594210|0;112594210|4722746637|0;4722746637|4722746602|0;4722746602|112263308|0;112263308|4656694945|0;4656694945|4656694942|1;4656694942|111649545|0;111649545|5476877921|0;5476877921|111636738|0;111636738|111636742|0;111636742|111636743|0;111636743|111641319|0;111641319|13852195176|0;13852195176|5971114298|0;5971114298|1837851160|0;1837851160|4179753871|0;4179753871|8785232252|0;8785232252|6056394005|0;6056394005|4604362038|0;4604362038|11028522873|0;11028522873|297353358|0;297353358|4605936269|0;4605936269|10543626671|0;10543626671|8788346770|0;8788346770|1837851208|0;1837851208|4604359585|0;4604359585|6094493381|0;6094493381|2334439514|0
1866347361__2334439514,1866347361__2334439514__cand_07_penalty,7,penalty,0.0,346.105726,4559.965950,1866347361;2168865934;4720550785;5494271709;930155434;428214956;9116212205;9116212200;126598827;122439068;1216466461;10876563844;126592365;1225943158;4464000796;335740649;335740651;335740866;1225943136;335741102;335740658;1202110383;839884893;1561603467;1561603470;9560884656;9560884647;1561603431;1561603412;1561603386;6241785567;429380546;1225943156;1225943147;2641889359;1950587713;257735157;257735160;2181385044;8341804057;2007367666;2181390932;8341804055;8341804087;429378633;2181385049;8341804179;2181385043;4526777746;7805007674;429378625;1225943122;1225943124;3166557401;8342795862;416480025;1837851182;3897692305;111641067;5476877544;9864964885;10828125196;3139458015;422548043;111641071;3139458021;2197440824;8788346797;2197440897;2197440890;5869802255;2334439514,1866347361|2168865934|0;2168865934|4720550785|0;4720550785|5494271709|0;5494271709|930155434|0;930155434|428214956|0;428214956|9116212205|0;9116212205|9116212200|0;9116212200|126598827|0;126598827|122439068|0;122439068|1216466461|0;1216466461|10876563844|0;10876563844|126592365|0;126592365|1225943158|0;1225943158|4464000796|0;4464000796|335740649|0;335740649|335740651|0;335740651|335740866|0;335740866|1225943136|0;1225943136|335741102|0;335741102|335740658|0;335740658|1202110383|0;1202110383|839884893|0;839884893|1561603467|0;1561603467|1561603470|0;1561603470|9560884656|0;9560884656|9560884647|0;9560884647|1561603431|0;1561603431|1561603412|0;1561603412|1561603386|0;1561603386|6241785567|0;6241785567|429380546|0;429380546|1225943156|0;1225943156|1225943147|0;1225943147|2641889359|0;2641889359|1950587713|0;1950587713|257735157|0;257735157|257735160|0;257735160|2181385044|0;2181385044|8341804057|0;8341804057|2007367666|0;2007367666|2181390932|0;2181390932|8341804055|0;8341804055|8341804087|0;8341804087|429378633|0;429378633|2181385049|0;2181385049|8341804179|0;8341804179|2181385043|0;2181385043|4526777746|0;4526777746|7805007674|0;7805007674|429378625|0;429378625|1225943122|0;1225943122|1225943124|0;1225943124|3166557401|0;3166557401|8342795862|0;8342795862|416480025|0;416480025|1837851182|0;1837851182|3897692305|0;3897692305|111641067|0;111641067|5476877544|0;5476877544|9864964885|0;9864964885|10828125196|0;10828125196|3139458015|0;3139458015|422548043|0;422548043|111641071|0;111641071|3139458021|0;3139458021|2197440824|0;2197440824|8788346797|0;8788346797|2197440897|0;2197440897|2197440890|0;2197440890|5869802255|0;5869802255|2334439514|0
1866347361__2334439514,1866347361__2334439514__cand_08_stochastic,8,stochastic,0.0,292.719693,4505.282429,1866347361;2168865934;4720550785;5494271709;930155434;428214956;9116212205;9116212200;126598827;122439068;1216466464;1216466444;12148105749;1837918502;122432550;12148105774;2284963407;1788788569;343646772;122432560;4442997329;7188055852;1243857985;2215508913;112594210;4438014887;4438030091;4438030098;112594236;112594241;25503936;4722746638;25504027;1243857999;1243857957;112589349;4722746602;112263308;4656694945;4656694942;111649545;5476877921;111636738;10828125192;1353862705;2846609711;8341803271;5476829014;3166561407;5476877534;5476877544;9864964885;10828125196;3139458015;422548043;111641071;3139458021;2197440824;8788346797;2197440897;2197440890;5869802255;2334439514,1866347361|2168865934|0;2168865934|4720550785|0;4720550785|5494271709|0;5494271709|930155434|0;930155434|428214956|0;428214956|9116212205|0;9116212205|9116212200|0;9116212200|126598827|0;126598827|122439068|0;122439068|1216466464|0;1216466464|1216466444|0;1216466444|12148105749|0;12148105749|1837918502|0;1837918502|122432550|0;122432550|12148105774|0;12148105774|2284963407|0;2284963407|1788788569|0;1788788569|343646772|0;343646772|122432560|0;122432560|4442997329|0;4442997329|7188055852|0;7188055852|1243857985|0;1243857985|2215508913|0;2215508913|112594210|0;112594210|4438014887|0;4438014887|4438030091|0;4438030091|4438030098|0;4438030098|112594236|0;112594236|112594241|0;112594241|25503936|0;25503936|4722746638|0;4722746638|25504027|0;25504027|1243857999|0;1243857999|1243857957|0;1243857957|112589349|0;112589349|4722746602|0;4722746602|112263308|0;112263308|4656694945|0;4656694945|4656694942|1;4656694942|111649545|0;111649545|5476877921|0;5476877921|111636738|0;111636738|10828125192|0;10828125192|1353862705|0;1353862705|2846609711|0;2846609711|8341803271|0;8341803271|5476829014|0;5476829014|3166561407|0;3166561407|5476877534|0;5476877534|5476877544|0;5476877544|9864964885|0;9864964885|10828125196|0;10828125196|3139458015|0;3139458015|422548043|0;422548043|111641071|0;111641071|3139458021|0;3139458021|2197440824|0;2197440824|8788346797|0;8788346797|2197440897|0;2197440897|2197440890|0;2197440890|5869802255|0;5869802255|2334439514|0
1866347361__2334439514,1866347361__2334439514__cand_09_stochastic,9,stochastic,0.0,303.356573,4695.592780,1866347361;2168865934;2094769995;3446699975;111799455;5284452320;4554424762;7187913791;2572799251;9035704720;1243809319;1243809345;1243809331;335562443;343646792;343646793;1788788389;122434048;1243857875;1243857979;2215508913;112594210;4722746637;4722746602;112263308;4656694945;4656694942;111649545;5476877921;111636738;10828125192;1353862705;2846609711;8341803271;5476829014;3166561407;5476877534;5476877544;9864964885;10828125196;3139458015;422548043;111641071;3139458021;2197440824;8788346797;2197440897;2197440890;5869802255;2334439514,1866347361|2168865934|0;2168865934|2094769995|0;2094769995|3446699975|0;3446699975|111799455|0;111799455|5284452320|0;5284452320|4554424762|0;4554424762|7187913791|0;7187913791|2572799251|0;2572799251|9035704720|0;9035704720|1243809319|0;1243809319|1243809345|0;1243809345|1243809331|0;1243809331|335562443|0;335562443|343646792|0;343646792|343646793|0;343646793|1788788389|0;1788788389|122434048|0;122434048|1243857875|0;1243857875|1243857979|0;1243857979|2215508913|0;2215508913|112594210|0;112594210|4722746637|0;4722746637|4722746602|0;4722746602|112263308|0;112263308|4656694945|0;4656694945|4656694942|1;4656694942|111649545|0;111649545|5476877921|0;5476877921|111636738|0;111636738|10828125192|0;10828125192|1353862705|0;1353862705|2846609711|0;2846609711|8341803271|0;8341803271|5476829014|0;5476829014|3166561407|0;3166561407|5476877534|0;5476877534|5476877544|0;5476877544|9864964885|0;9864964885|10828125196|0;10828125196|3139458015|0;3139458015|422548043|0;422548043|111641071|0;111641071|3139458021|0;3139458021|2197440824|0;2197440824|8788346797|0;8788346797|2197440897|0;2197440897|2197440890|0;2197440890|5869802255|0;5869802255|2334439514|0
1866347361__2334439514,1866347361__2334439514__cand_10_stochastic,10,stochastic,0.0,311.265796,4678.435589,1866347361;2168865934;2094769995;3446699975;111799455;5284452320;4554424762;3396198880;1788788089;1243809345;1243809331;335562443;343646792;343646793;1788788389;122434048;1243857875;1243857979;2215508913;112594210;4722746637;4722746602;112263308;4656694945;4656694942;111649545;5476877921;111636738;10828125192;1353862705;4606349508;11028544799;1398246221;1837851213;3237136830;6094501302;492795541;1837851208;4604359585;6094493381;2334439514,1866347361|2168865934|0;2168865934|2094769995|0;2094769995|3446699975|0;3446699975|111799455|0;111799455|5284452320|0;5284452320|4554424762|0;4554424762|3396198880|0;3396198880|1788788089|0;1788788089|1243809345|0;1243809345|1243809331|0;1243809331|335562443|0;335562443|343646792|0;343646792|343646793|0;343646793|1788788389|0;1788788389|122434048|0;122434048|1243857875|0;1243857875|1243857979|0;1243857979|2215508913|0;2215508913|112594210|0;112594210|4722746637|0;4722746637|4722746602|0;4722746602|112263308|0;112263308|4656694945|0;4656694945|4656694942|1;4656694942|111649545|0;111649545|5476877921|0;5476877921|111636738|0;111636738|10828125192|0;10828125192|1353862705|0;1353862705|4606349508|0;4606349508|11028544799|0;11028544799|1398246221|0;1398246221|1837851213|0;1837851213|3237136830|0;3237136830|6094501302|0;6094501302|492795541|0;492795541|1837851208|0;1837851208|4604359585|0;4604359585|6094493381|0;6094493381|2334439514|0
1866347361__25632226,1866347361__25632226__cand_01_fastest,1,fastest,0.0,173.832893,2326.211580,1866347361;2168865934;2094769995;3446699975;111799455;90378710;4468690328;90378713;3446699979;9380255665;6806119227;4737122477;128676154;10838683816;335560491;335561263;10838683814;1788786433;1110673556;128674452;7188050581;128674453;25632372;475052386;25632361;25632279;25632226,1866347361|2168865934|0;2168865934|2094769995|0;2094769995|3446699975|0;3446699975|111799455|0;111799455|90378710|0;90378710|4468690328|0;4468690328|90378713|0;90378713|3446699979|0;3446699979|9380255665|0;9380255665|6806119227|0;6806119227|4737122477|0;4737122477|128676154|0;128676154|10838683816|0;10838683816|335560491|0;335560491|335561263|0;335561263|10838683814|0;10838683814|1788786433|0;1788786433|1110673556|0;1110673556|128674452|0;128674452|7188050581|0;7188050581|128674453|0;128674453|25632372|0;25632372|475052386|0;475052386|25632361|0;25632361|25632279|0;25632279|25632226|0
1866347361__25632226,1866347361__25632226__cand_02_corridor,2,corridor,0.0,181.254546,2370.597056,1866347361;2168865934;4720550785;5494271709;930155434;428214956;428217470;6680293199;9376244149;428214955;9376244176;4612031737;4612031733;428217475;126604789;1216789877;2455291504;4703906249;473859815;4612052763;428217533;129953505;335561064;137982795;5284385982;11809183321;11809183323;25632278;25632279;25632226,1866347361|2168865934|0;2168865934|4720550785|0;4720550785|5494271709|0;5494271709|930155434|0;930155434|428214956|0;428214956|428217470|0;428217470|6680293199|0;6680293199|9376244149|0;9376244149|428214955|0;428214955|9376244176|0;9376244176|4612031737|0;4612031737|4612031733|0;4612031733|428217475|0;428217475|126604789|0;126604789|1216789877|0;1216789877|2455291504|0;2455291504|4703906249|0;4703906249|473859815|0;473859815|4612052763|0;4612052763|428217533|0;428217533|129953505|0;129953505|335561064|0;335561064|137982795|0;137982795|5284385982|0;5284385982|11809183321|0;11809183321|11809183323|0;11809183323|25632278|0;25632278|25632279|0;25632279|25632226|0
1866347361__25632226,1866347361__25632226__cand_03_penalty,3,penalty,0.0,183.971713,2480.735271,1866347361;2168865934;2094769995;3446699975;111799455;90378710;4468690328;90378713;3446699979;112675715;5494272213;1110673414;335561971;335560973;475055357;475054556;335560768;297880635;5494270838;475064050;475064052;137982073;1419645378;137982795;5284385982;11809183321;11809183323;25632278;25632279;25632226,1866347361|2168865934|0;2168865934|2094769995|0;2094769995|3446699975|0;3446699975|111799455|0;111799455|90378710|0;90378710|4468690328|0;4468690328|90378713|0;90378713|3446699979|0;3446699979|112675715|0;112675715|5494272213|0;5494272213|1110673414|0;1110673414|335561971|0;335561971|335560973|0;335560973|475055357|0;475055357|475054556|0;475054556|335560768|0;335560768|297880635|0;297880635|5494270838|0;5494270838|475064050|0;475064050|475064052|0;475064052|137982073|0;137982073|1419645378|0;1419645378|137982795|0;137982795|5284385982|0;5284385982|11809183321|0;11809183321|11809183323|0;11809183323|25632278|0;25632278|25632279|0;25632279|25632226|0
1866347361__25632226,1866347361__25632226__cand_04_penalty,4,penalty,0.0,195.124200,2573.042436,1866347361;2168865934;4720550785;5494271709;930155434;428214956;428217470;6680293199;9376244149;428214955;9376244176;4612031737;4612031733;428217475;126604789;137981937;1252543215;475049092;1417675671;297880635;5494270838;475064050;475064052;137982073;5494270822;5494270820;4612022469;11425568708;25632361;25632227;25632231;25632228;25632229;25632230;25632226,1866347361|2168865934|0;2168865934|4720550785|0;4720550785|5494271709|0;5494271709|930155434|0;930155434|428214956|0;428214956|428217470|0;428217470|6680293199|0;6680293199|9376244149|0;9376244149|428214955|0;428214955|9376244176|0;9376244176|4612031737|0;4612031737|4612031733|0;4612031733|428217475|0;428217475|126604789|0;126604789|137981937|0;137981937|1252543215|0;1252543215|475049092|0;475049092|1417675671|0;1417675671|297880635|0;297880635|5494270838|0;5494270838|475064050|0;475064050|475064052|0;475064052|137982073|0;137982073|5494270822|0;5494270822|5494270820|0;5494270820|4612022469|0;4612022469|11425568708|0;11425568708|25632361|0;25632361|25632227|0;25632227|25632231|0;25632231|25632228|0;25632228|25632229|0;25632229|25632230|0;25632230|25632226|0
1866347361__25632226,1866347361__25632226__cand_05_penalty,5,penalty,0.0,197.710584,2634.617255,1866347361;2168865934;4720550785;5494271709;930155434;428214956;9116212205;9116212200;126598827;6680293205;9116210185;126600950;3117707239;9381515164;9381515170;12139419792;1216466378;126600959;475044410;9119059868;9379101152;138208872;474552495;474541483;12374109905;4612052766;1216466345;4703906251;473859815;4612052763;428217533;129953505;335561064;137982795;5284385982;11809183321;11809183323;25632278;25632279;25632226,1866347361|2168865934|0;2168865934|4720550785|0;4720550785|5494271709|0;5494271709|930155434|0;930155434|428214956|0;428214956|9116212205|0;9116212205|9116212200|0;9116212200|126598827|0;126598827|6680293205|0;6680293205|9116210185|0;9116210185|126600950|0;126600950|3117707239|1;3117707239|9381515164|0;9381515164|9381515170|0;9381515170|12139419792|0;12139419792|1216466378|0;1216466378|126600959|0;126600959|475044410|0;475044410|9119059868|0;9119059868|9379101152|0;9379101152|138208872|0;138208872|474552495|0;474552495|474541483|0;474541483|12374109905|0;12374109905|4612052766|0;4612052766|1216466345|0;1216466345|4703906251|0;4703906251|473859815|0;473859815|4612052763|0;4612052763|428217533|0;428217533|129953505|0;129953505|335561064|0;335561064|137982795|0;137982795|5284385982|0;5284385982|11809183321|0;11809183321|11809183323|0;11809183323|25632278|0;25632278|25632279|0;25632279|25632226|0
1866347361__25632226,1866347361__25632226__cand_06_penalty,6,penalty,0.0,209.292579,2771.998861,1866347361;2168865934;2094769995;3446699975;111799455;90378710;4468690328;3800017852;4737133828;5581600175;314555992;129795309;129800097;1416622188;5297512321;128673223;128673222;7188159642;128673221;297880620;128674452;7188050581;128674453;25632372;475052386;25632361;25632227;25632231;25632228;25632229;25632230;25632226,1866347361|2168865934|0;2168865934|2094769995|0;2094769995|3446699975|0;3446699975|111799455|0;111799455|90378710|0;90378710|4468690328|0;4468690328|3800017852|0;3800017852|4737133828|0;4737133828|5581600175|0;5581600175|314555992|0;314555992|129795309|0;129795309|129800097|0;129800097|1416622188|0;1416622188|5297512321|0;5297512321|128673223|0;128673223|128673222|0;128673222|7188159642|0;7188159642|128673221|0;128673221|297880620|0;297880620|128674452|0;128674452|7188050581|0;7188050581|128674453|0;128674453|25632372|0;25632372|475052386|0;475052386|25632361|0;25632361|25632227|0;25632227|25632231|0;25632231|25632228|0;25632228|25632229|0;25632229|25632230|0;25632230|25632226|0
1866347361__25632226,1866347361__25632226__cand_07_stochastic,7,stochastic,0.0,178.437693,2391.689846,1866347361;2168865934;2094769995;3446699975;111799455;90378710;4468690328;90378713;3446699979;9380255665;6806119227;4737122477;128676154;10838683816;1252543227;1252543236;335561972;335561973;335560973;475055357;475054556;335560768;297880635;5494270838;475064050;475064052;137982073;1419645378;137982795;5284385982;11809183321;11809183323;25632278;25632279;25632226,1866347361|2168865934|0;2168865934|2094769995|0;2094769995|3446699975|0;3446699975|111799455|0;111799455|90378710|0;90378710|4468690328|0;4468690328|90378713|0;90378713|3446699979|0;3446699979|9380255665|0;9380255665|6806119227|0;6806119227|4737122477|0;4737122477|128676154|0;128676154|10838683816|0;10838683816|1252543227|0;1252543227|1252543236|0;1252543236|335561972|0;335561972|335561973|0;335561973|335560973|0;335560973|475055357|0;475055357|475054556|0;475054556|335560768|0;335560768|297880635|0;297880635|5494270838|0;5494270838|475064050|0;475064050|475064052|0;475064052|137982073|0;137982073|1419645378|0;1419645378|137982795|0;137982795|5284385982|0;5284385982|11809183321|0;11809183321|11809183323|0;11809183323|25632278|0;25632278|25632279|0;25632279|25632226|0
1866347361__25632226,1866347361__25632226__cand_08_stochastic,8,stochastic,0.0,183.226258,2391.633510,1866347361;2168865934;4720550785;5494271709;930155434;428214956;428217470;9376244192;428217463;428217475;126604789;1216789877;2455291504;4703906249;473859815;4612052763;428217533;129953505;335561064;137982795;5284385982;11809183321;11809183323;25632278;25632279;25632226,1866347361|2168865934|0;2168865934|4720550785|0;4720550785|5494271709|0;5494271709|930155434|0;930155434|428214956|0;428214956|428217470|0;428217470|9376244192|0;9376244192|428217463|0;428217463|428217475|0;428217475|126604789|0;126604789|1216789877|0;1216789877|2455291504|0;2455291504|4703906249|0;4703906249|473859815|0;473859815|4612052763|0;4612052763|428217533|0;428217533|129953505|0;129953505|335561064|0;335561064|137982795|0;137982795|5284385982|0;5284385982|11809183321|0;11809183321|11809183323|0;11809183323|25632278|0;25632278|25632279|0;25632279|25632226|0
1866347361__25632226,1866347361__25632226__cand_09_stochastic,9,stochastic,0.0,185.985024,2450.249666,1866347361;2168865934;4720550785;5494271709;930155434;428214956;428217470;6680293199;9376244149;428214955;9376244176;4612031737;4612031733;428217475;126604789;137981937;1252543215;475049092;1417675671;297880635;5494270838;475064050;475064052;137982073;5494270822;5494270820;4612022469;11425568708;25632361;25632279;25632226,1866347361|2168865934|0;2168865934|4720550785|0;4720550785|5494271709|0;5494271709|930155434|0;930155434|428214956|0;428214956|428217470|0;428217470|6680293199|0;6680293199|9376244149|0;9376244149|428214955|0;428214955|9376244176|0;9376244176|4612031737|0;4612031737|4612031733|0;4612031733|428217475|0;428217475|126604789|0;126604789|137981937|0;137981937|1252543215|0;1252543215|475049092|0;475049092|1417675671|0;1417675671|297880635|0;297880635|5494270838|0;5494270838|475064050|0;475064050|475064052|0;475064052|137982073|0;137982073|5494270822|0;5494270822|5494270820|0;5494270820|4612022469|0;4612022469|11425568708|0;11425568708|25632361|0;25632361|25632279|0;25632279|25632226|0
1866347361__311889375,1866347361__311889375__cand_01_fastest,1,fastest,0.0,121.772945,1682.219884,1866347361;2168865934;2094769995;3446699975;111799455;90378710;4468690328;90378713;1416622201;5494272735;129795158;1438444064;314555992;129795309;129800102;7188153252;2244990442;3092543648;1788786387;1418798469;335691896;5297703224;506097312;8640058388;479183873;8286473847;9370483531;479183608;311889375,1866347361|2168865934|0;2168865934|2094769995|0;2094769995|3446699975|0;3446699975|111799455|0;111799455|90378710|0;90378710|4468690328|0;4468690328|90378713|0;90378713|1416622201|0;1416622201|5494272735|0;5494272735|129795158|0;129795158|1438444064|0;1438444064|314555992|0;314555992|129795309|0;129795309|129800102|0;129800102|7188153252|0;7188153252|2244990442|0;2244990442|3092543648|0;3092543648|1788786387|0;1788786387|1418798469|0;1418798469|335691896|0;335691896|5297703224|0;5297703224|506097312|0;506097312|8640058388|0;8640058388|479183873|0;479183873|8286473847|0;8286473847|9370483531|0;9370483531|479183608|0;479183608|311889375|0
1866347361__311889375,1866347361__311889375__cand_02_penalty,2,penalty,0.0,125.915026,1720.130947,1866347361;2168865934;2094769995;3446699975;111799455;90378710;4468690328;3800017852;4737133828;5581600175;314555992;129795309;129800102;7188153252;2244990442;3092543648;1788786387;1418798469;335691896;5297703224;506097312;8640058388;479183873;8286473847;9370483531;479183608;311889375,1866347361|2168865934|0;2168865934|2094769995|0;2094769995|3446699975|0;3446699975|111799455|0;111799455|90378710|0;90378710|4468690328|0;4468690328|3800017852|0;3800017852|4737133828|0;4737133828|5581600175|0;5581600175|314555992|0;314555992|129795309|0;129795309|129800102|0;129800102|7188153252|0;7188153252|2244990442|0;2244990442|3092543648|0;3092543648|1788786387|0;1788786387|1418798469|0;1418798469|335691896|0;335691896|5297703224|0;5297703224|506097312|0;506097312|8640058388|0;8640058388|479183873|0;479183873|8286473847|0;8286473847|9370483531|0;9370483531|479183608|0;479183608|311889375|0
1866347361__311889375,1866347361__311889375__cand_03_penalty,3,penalty,0.0,132.277229,1810.709508,1866347361;2168865934;2094769995;3446699975;111799455;90378710;4468690328;90378713;1416622201;5494272735;129795158;1438444064;314555992;129795309;129800097;1416622188;5297512321;128673223;1788786316;1418798470;3391599155;1418798469;335691896;5297703224;506097312;8640058388;479183873;8286473847;9370483531;479183608;311889375,1866347361|2168865934|0;2168865934|2094769995|0;2094769995|3446699975|0;3446699975|111799455|0;111799455|90378710|0;90378710|4468690328|0;4468690328|90378713|0;90378713|1416622201|0;1416622201|5494272735|0;5494272735|129795158|0;129795158|1438444064|0;1438444064|314555992|0;314555992|129795309|0;129795309|129800097|0;129800097|1416622188|0;1416622188|5297512321|0;5297512321|128673223|0;128673223|1788786316|0;1788786316|1418798470|0;1418798470|3391599155|0;3391599155|1418798469|0;1418798469|335691896|0;335691896|5297703224|0;5297703224|506097312|0;506097312|8640058388|0;8640058388|479183873|0;479183873|8286473847|0;8286473847|9370483531|0;9370483531|479183608|0;479183608|311889375|0
