od_id,route_id,route_rank,generator,stable_share_norm,avg_time_sec,avg_distance_m,route_node_seq,edge_seq
111481288__137993249,111481288__137993249__cand_11_stochastic,11,stochastic,0.0,214.964200,2945.227406,111481288;2080756633;2207418932;111481561;2356350457;129559334;6545541668;3688773918;137868887;10718774501;129559333;3092601795;2204100011;3992990334;138234852;286968787;11514012749;475410511;2352603829;2204099938;25632400;25632401;25632419;452682265;452682249;452682270;452682300;452682286;452682289;10840321817;1110698259;1110698273;1788787056;5284368076;475396372;129549662;475394859;1422610108;475394841;128560274;473879871;1216789883;1216789894;9865058548;137993249,111481288|2080756633|0;2080756633|2207418932|0;2207418932|111481561|0;111481561|2356350457|0;2356350457|129559334|0;129559334|6545541668|0;6545541668|3688773918|0;3688773918|137868887|0;137868887|10718774501|0;10718774501|129559333|0;129559333|3092601795|0;3092601795|2204100011|0;2204100011|3992990334|0;3992990334|138234852|0;138234852|286968787|0;286968787|11514012749|0;11514012749|475410511|0;475410511|2352603829|0;2352603829|2204099938|0;2204099938|25632400|0;25632400|25632401|0;25632401|25632419|0;25632419|452682265|0;452682265|452682249|0;452682249|452682270|0;452682270|452682300|0;452682300|452682286|0;452682286|452682289|0;452682289|10840321817|0;10840321817|1110698259|0;1110698259|1110698273|0;1110698273|1788787056|0;1788787056|5284368076|0;5284368076|475396372|0;475396372|129549662|0;129549662|475394859|0;475394859|1422610108|0;1422610108|475394841|0;475394841|128560274|0;128560274|473879871|0;473879871|1216789883|0;1216789883|1216789894|0;1216789894|9865058548|0;9865058548|137993249|0
111481288__138197779,111481288__138197779__cand_01_fastest,1,fastest,0.0,196.606683,2709.969966,111481288;2080756633;2207418932;111481561;2356350457;129559334;6545541668;3688773918;137868887;10718774501;129559333;3092601795;2204100011;3992990334;138234852;286968787;11514012749;475410511;2352603829;2204099938;2829209747;12533949474;25632433;25632432;25632423;25632426;411909880;4077112087;25632463;12632835578;6244576698;4241285268;138197779,111481288|2080756633|0;2080756633|2207418932|0;2207418932|111481561|0;111481561|2356350457|0;2356350457|129559334|0;129559334|6545541668|0;6545541668|3688773918|0;3688773918|137868887|0;137868887|10718774501|0;10718774501|129559333|0;129559333|3092601795|0;3092601795|2204100011|0;2204100011|3992990334|0;3992990334|138234852|0;138234852|286968787|0;286968787|11514012749|0;11514012749|475410511|0;475410511|2352603829|0;2352603829|2204099938|0;2204099938|2829209747|0;2829209747|12533949474|0;12533949474|25632433|0;25632433|25632432|0;25632432|25632423|0;25632423|25632426|0;25632426|411909880|0;411909880|4077112087|0;4077112087|25632463|0;25632463|12632835578|0;12632835578|6244576698|0;6244576698|4241285268|0;4241285268|138197779|0
111481288__138197779,111481288__138197779__cand_02_shortest,2,shortest,0.0,197.375857,2571.127320,111481288;2356350502;129559334;6545541668;3688773918;137868887;10718774501;129559333;3092601795;2204100011;3992990334;138234852;286968787;11514012749;475410511;2352603829;2204099938;2829209747;12533949474;25632433;25632432;25632423;25632426;411909880;4077112087;25632463;12632835578;6244576698;4241285268;138197779,111481288|2356350502|0;2356350502|129559334|0;129559334|6545541668|0;6545541668|3688773918|0;3688773918|137868887|0;137868887|10718774501|0;10718774501|129559333|0;129559333|3092601795|0;3092601795|2204100011|0;2204100011|3992990334|0;3992990334|138234852|0;138234852|286968787|0;286968787|11514012749|0;11514012749|475410511|0;475410511|2352603829|0;2352603829|2204099938|0;2204099938|2829209747|0;2829209747|12533949474|0;12533949474|25632433|0;25632433|25632432|0;25632432|25632423|0;25632423|25632426|0;25632426|411909880|0;411909880|4077112087|0;4077112087|25632463|0;25632463|12632835578|0;12632835578|6244576698|0;6244576698|4241285268|0;4241285268|138197779|0
111481288__138197779,111481288__138197779__cand_03_corridor,3,corridor,0.0,227.555836,2989.112060,111481288;2356350502;129559334;6545541668;3688773918;137868887;10718774501;129559333;3092601795;2204100011;3992990334;138234852;286968787;11514012749;475410511;2352603829;2204099938;25632398;2204100015;2940944679;2940944907;1110698261;25632446;25632447;501225889;5865166001;353287405;452518418;126617351;126617352;126617354;513920936;513921171;138197779,111481288|2356350502|0;2356350502|129559334|0;129559334|6545541668|0;6545541668|3688773918|0;3688773918|137868887|0;137868887|10718774501|0;10718774501|129559333|0;129559333|3092601795|0;3092601795|2204100011|0;2204100011|3992990334|0;3992990334|138234852|0;138234852|286968787|0;286968787|11514012749|0;11514012749|475410511|0;475410511|2352603829|0;2352603829|2204099938|0;2204099938|25632398|0;25632398|2204100015|0;2204100015|2940944679|0;2940944679|2940944907|0;2940944907|1110698261|0;1110698261|25632446|0;25632446|25632447|0;25632447|501225889|0;501225889|5865166001|0;5865166001|353287405|0;353287405|452518418|0;452518418|126617351|0;126617351|126617352|0;126617352|126617354|0;126617354|513920936|0;513920936|513921171|0;513921171|138197779|0
111481288__138197779,111481288__138197779__cand_04_penalty,4,penalty,0.0,227.571455,3123.298734,111481288;2080756633;2207418932;111481561;2356350457;129559334;6545541668;3688773918;137868887;10718774501;2356731137;3092601790;4925459193;138230335;5051610943;1548165654;138231433;138234198;138231423;4558796673;137888646;137882131;2222393782;137884299;12458801863;2307219720;12533949494;137901874;2308839857;25632432;25632423;25632426;411909880;4077112087;25632463;12632835578;6244576698;4241285268;138197779,111481288|2080756633|0;2080756633|2207418932|0;2207418932|111481561|0;111481561|2356350457|0;2356350457|129559334|0;129559334|6545541668|0;6545541668|3688773918|0;3688773918|137868887|0;137868887|10718774501|0;10718774501|2356731137|0;2356731137|3092601790|0;3092601790|4925459193|0;4925459193|138230335|0;138230335|5051610943|0;5051610943|1548165654|0;1548165654|138231433|0;138231433|138234198|0;138234198|138231423|0;138231423|4558796673|0;4558796673|137888646|0;137888646|137882131|0;137882131|2222393782|0;2222393782|137884299|0;137884299|12458801863|0;12458801863|2307219720|0;2307219720|12533949494|0;12533949494|137901874|0;137901874|2308839857|0;2308839857|25632432|0;25632432|25632423|0;25632423|25632426|0;25632426|411909880|0;411909880|4077112087|0;4077112087|25632463|0;25632463|12632835578|0;12632835578|6244576698|0;6244576698|4241285268|0;4241285268|138197779|0
111481288__138198390,111481288__138198390__cand_01_fastest,1,fastest,0.0,195.511255,2691.503441,111481288;2080756633;2207418932;111481561;2356350457;129559334;6545541668;3688773918;137868887;10718774501;129559333;3092601795;2204100011;3992990334;138234852;286968787;11514012749;475410511;2352603829;2204099938;25632398;2204100015;2940944679;2940944907;1110698261;25632446;25632447;501225889;5865166001;353287405;452518418;138198390,111481288|2080756633|0;2080756633|2207418932|0;2207418932|111481561|0;111481561|2356350457|0;2356350457|129559334|0;129559334|6545541668|0;6545541668|3688773918|0;3688773918|137868887|0;137868887|10718774501|0;10718774501|129559333|0;129559333|3092601795|0;3092601795|2204100011|0;2204100011|3992990334|0;3992990334|138234852|0;138234852|286968787|0;286968787|11514012749|0;11514012749|475410511|0;475410511|2352603829|0;2352603829|2204099938|0;2204099938|25632398|0;25632398|2204100015|0;2204100015|2940944679|0;2940944679|2940944907|0;2940944907|1110698261|0;1110698261|25632446|0;25632446|25632447|0;25632447|501225889|0;501225889|5865166001|0;5865166001|353287405|0;353287405|452518418|0;452518418|138198390|0
111481288__138198390,111481288__138198390__cand_02_shortest,2,shortest,0.0,196.280430,2552.660795,111481288;2356350502;129559334;6545541668;3688773918;137868887;10718774501;129559333;3092601795;2204100011;3992990334;138234852;286968787;11514012749;475410511;2352603829;2204099938;25632398;2204100015;2940944679;2940944907;1110698261;25632446;25632447;501225889;5865166001;353287405;452518418;138198390,111481288|2356350502|0;2356350502|129559334|0;129559334|6545541668|0;6545541668|3688773918|0;3688773918|137868887|0;137868887|10718774501|0;10718774501|129559333|0;129559333|3092601795|0;3092601795|2204100011|0;2204100011|3992990334|0;3992990334|138234852|0;138234852|286968787|0;286968787|11514012749|0;11514012749|475410511|0;475410511|2352603829|0;2352603829|2204099938|0;2204099938|25632398|0;25632398|2204100015|0;2204100015|2940944679|0;2940944679|2940944907|0;2940944907|1110698261|0;1110698261|25632446|0;25632446|25632447|0;25632447|501225889|0;501225889|5865166001|0;5865166001|353287405|0;353287405|452518418|0;452518418|138198390|0
111481288__138198390,111481288__138198390__cand_03_corridor,3,corridor,0.0,217.626390,2980.753477,111481288;2080756633;2207418932;111481561;2356350457;129559334;6545541668;3688773918;137868887;10718774501;129559333;3092601795;2204100011;3992990334;138234852;286968787;11514012749;475410511;2352603829;2204099938;2829209747;12533949474;25632433;25632432;25632423;25632426;411909880;4077112087;25632463;12632835578;6244576698;4241285268;138197779;138198390,111481288|2080756633|0;2080756633|2207418932|0;2207418932|111481561|0;111481561|2356350457|0;2356350457|129559334|0;129559334|6545541668|0;6545541668|3688773918|0;3688773918|137868887|0;137868887|10718774501|0;10718774501|129559333|0;129559333|3092601795|0;3092601795|2204100011|0;2204100011|3992990334|0;3992990334|138234852|0;138234852|286968787|0;286968787|11514012749|0;11514012749|475410511|0;475410511|2352603829|0;2352603829|2204099938|0;2204099938|2829209747|0;2829209747|12533949474|0;12533949474|25632433|0;25632433|25632432|0;25632432|25632423|0;25632423|25632426|0;25632426|411909880|0;411909880|4077112087|0;4077112087|25632463|0;25632463|12632835578|0;12632835578|6244576698|0;6244576698|4241285268|0;4241285268|138197779|0;138197779|138198390|0
111481288__138198390,111481288__138198390__cand_04_penalty,4,penalty,0.0,249.360337,3255.239600,111481288;2356350502;129559334;6545541668;3688773918;137868887;10718774501;2356731137;3092601790;4925459193;138230335;5051610943;1548165654;138231433;138234198;138231423;4558796673;137888646;137882131;2222393782;137884299;12458801863;2307219720;12533949494;137901874;2308839857;25632432;25632423;25632426;411909880;4077112087;25632463;12632835578;6244576698;4241285268;138197779;138198390,111481288|2356350502|0;2356350502|129559334|0;129559334|6545541668|0;6545541668|3688773918|0;3688773918|137868887|0;137868887|10718774501|0;10718774501|2356731137|0;2356731137|3092601790|0;3092601790|4925459193|0;4925459193|138230335|0;138230335|5051610943|0;5051610943|1548165654|0;1548165654|138231433|0;138231433|138234198|0;138234198|138231423|0;138231423|4558796673|0;4558796673|137888646|0;137888646|137882131|0;137882131|2222393782|0;2222393782|137884299|0;137884299|12458801863|0;12458801863|2307219720|0;2307219720|12533949494|0;12533949494|137901874|0;137901874|2308839857|0;2308839857|25632432|0;25632432|25632423|0;25632423|25632426|0;25632426|411909880|0;411909880|4077112087|0;4077112087|25632463|0;25632463|12632835578|0;12632835578|6244576698|0;6244576698|4241285268|0;4241285268|138197779|0;138197779|138198390|0
111481288__138220134,111481288__138220134__cand_01_fastest,1,fastest,0.0,110.459107,1352.242696,111481288;2080756633;2207418932;2207402779;2262128243;111481848;286969936;129558976;475552091;2213321498;475552096;2213447626;129557542;2214758555;1684844412;1684844453;2246222549;138220134,111481288|2080756633|0;2080756633|2207418932|0;2207418932|2207402779|0;2207402779|2262128243|0;2262128243|111481848|0;111481848|286969936|0;286969936|129558976|0;129558976|475552091|0;475552091|2213321498|0;2213321498|475552096|0;475552096|2213447626|0;2213447626|129557542|0;129557542|2214758555|0;2214758555|1684844412|0;1684844412|1684844453|0;1684844453|2246222549|0;2246222549|138220134|0
111481288__138220134,111481288__138220134__cand_02_shortest,2,shortest,0.0,119.417221,1317.288524,111481288;2080756633;2207418932;2207402779;2262128243;111481848;286969936;129558976;475552091;2213321498;475552096;2213447626;129557542;2214758555;2086439968;2086440304;138220017;138220134,111481288|2080756633|0;2080756633|2207418932|0;2207418932|2207402779|0;2207402779|2262128243|0;2262128243|111481848|0;111481848|286969936|0;286969936|129558976|0;129558976|475552091|0;475552091|2213321498|0;2213321498|475552096|0;475552096|2213447626|0;2213447626|129557542|0;129557542|2214758555|0;2214758555|2086439968|0;2086439968|2086440304|0;2086440304|138220017|0;138220017|138220134|0
111481288__138220134,111481288__138220134__cand_03_corridor,3,corridor,0.0,119.356841,1494.397166,111481288;2356350502;129559334;6545541668;3688773918;137868887;10718774501;129559333;3092601795;2204100011;3992990334;138234852;13510322691;6550884965;25620747;25620743;25620737;1386051849;2246086926;1386051845;1386051854;1386051842;1684844453;2246222549;138220134,111481288|2356350502|0;2356350502|129559334|0;129559334|6545541668|0;6545541668|3688773918|0;3688773918|137868887|0;137868887|10718774501|0;10718774501|129559333|0;129559333|3092601795|0;3092601795|2204100011|0;2204100011|3992990334|0;3992990334|138234852|0;138234852|13510322691|0;13510322691|6550884965|0;6550884965|25620747|0;25620747|25620743|0;25620743|25620737|0;25620737|1386051849|0;1386051849|2246086926|0;2246086926|1386051845|0;1386051845|1386051854|0;1386051854|1386051842|0;1386051842|1684844453|0;1684844453|2246222549|0;2246222549|138220134|0
111481288__138220134,111481288__138220134__cand_04_penalty,4,penalty,0.0,113.234996,1380.851640,111481288;2080756633;2207418932;2207402779;2262128243;111481848;286969936;129558976;475552091;2213321498;475552096;2213447626;129557542;2214758555;2086439968;2086440304;138220017;2246222549;138220134,111481288|2080756633|0;2080756633|2207418932|0;2207418932|2207402779|0;2207402779|2262128243|0;2262128243|111481848|0;111481848|286969936|0;286969936|129558976|0;129558976|475552091|0;475552091|2213321498|0;2213321498|475552096|0;475552096|2213447626|0;2213447626|129557542|0;129557542|2214758555|0;2214758555|2086439968|0;2086439968|2086440304|0;2086440304|138220017|0;138220017|2246222549|0;2246222549|138220134|0
111481288__138220134,111481288__138220134__cand_05_penalty,5,penalty,0.0,118.587666,1633.239812,111481288;2080756633;2207418932;111481561;2356350457;129559334;6545541668;3688773918;137868887;10718774501;129559333;3092601795;2204100011;3992990334;138234852;13510322691;6550884965;25620747;25620743;25620737;1386051849;2246086926;1386051845;1386051854;1386051842;1684844453;2246222549;138220134,111481288|2080756633|0;2080756633|2207418932|0;2207418932|111481561|0;111481561|2356350457|0;2356350457|129559334|0;129559334|6545541668|0;6545541668|3688773918|0;3688773918|137868887|0;137868887|10718774501|0;10718774501|129559333|0;129559333|3092601795|0;3092601795|2204100011|0;2204100011|3992990334|0;3992990334|138234852|0;138234852|13510322691|0;13510322691|6550884965|0;6550884965|25620747|0;25620747|25620743|0;25620743|25620737|0;25620737|1386051849|0;1386051849|2246086926|0;2246086926|1386051845|0;1386051845|1386051854|0;1386051854|1386051842|0;1386051842|1684844453|0;1684844453|2246222549|0;2246222549|138220134|0
111481288__138234852,111481288__138234852__cand_01_fastest,1,fastest,0.0,73.369761,1020.666212,111481288;2080756633;2207418932;111481561;2356350457;129559334;6545541668;3688773918;137868887;10718774501;129559333;3092601795;2204100011;3992990334;138234852,111481288|2080756633|0;2080756633|2207418932|0;2207418932|111481561|0;111481561|2356350457|0;2356350457|129559334|0;129559334|6545541668|0;6545541668|3688773918|0;3688773918|137868887|0;137868887|10718774501|0;10718774501|129559333|0;129559333|3092601795|0;3092601795|2204100011|0;2204100011|3992990334|0;3992990334|138234852|0
111481288__138234852,111481288__138234852__cand_02_shortest,2,shortest,0.0,74.138935,881.823566,111481288;2356350502;129559334;6545541668;3688773918;137868887;10718774501;129559333;3092601795;2204100011;3992990334;138234852,111481288|2356350502|0;2356350502|129559334|0;129559334|6545541668|0;6545541668|3688773918|0;3688773918|137868887|0;137868887|10718774501|0;10718774501|129559333|0;129559333|3092601795|0;3092601795|2204100011|0;2204100011|3992990334|0;3992990334|138234852|0
111481288__1416622188,111481288__1416622188__cand_01_fastest,1,fastest,0.0,237.432154,3279.816945,111481288;2080756633;2207418932;2207402779;2262128243;3392710660;286969943;1788784885;2258300905;1827037244;122549700;111467467;478821940;3391598608;478821668;111467271;478632189;1143316313;3375600900;297880608;427067714;285945659;128673222;128673223;1788786316;1418798470;1418798472;3092543648;2244990442;7188153252;129800102;129800097;1416622188,111481288|2080756633|0;2080756633|2207418932|0;2207418932|2207402779|0;2207402779|2262128243|0;2262128243|3392710660|0;3392710660|286969943|0;286969943|1788784885|0;1788784885|2258300905|0;2258300905|1827037244|0;1827037244|122549700|0;122549700|111467467|0;111467467|478821940|0;478821940|3391598608|0;3391598608|478821668|0;478821668|111467271|0;111467271|478632189|0;478632189|1143316313|0;1143316313|3375600900|0;3375600900|297880608|0;297880608|427067714|0;427067714|285945659|0;285945659|128673222|0;128673222|128673223|0;128673223|1788786316|0;1788786316|1418798470|0;1418798470|1418798472|0;1418798472|3092543648|0;3092543648|2244990442|0;2244990442|7188153252|0;7188153252|129800102|0;129800102|129800097|0;129800097|1416622188|0
111481288__1416622188,111481288__1416622188__cand_02_corridor,2,corridor,0.0,294.741558,3689.507107,111481288;2356350502;129559334;6545541668;3688773918;137868887;10718774501;129559333;3092601795;2204100011;3992990334;138234852;13510322691;6550884965;25620747;25620743;25620737;1386051849;285944799;1874214575;25632362;128677717;5884295414;1788785597;1788785628;8211469174;427067727;128677724;128674452;1110673556;128673221;7188159642;128673222;128673223;1788786316;1418798470;1418798472;3092543648;2244990442;7188153252;129800102;129800097;1416622188,111481288|2356350502|0;2356350502|129559334|0;129559334|6545541668|0;6545541668|3688773918|0;3688773918|137868887|0;137868887|10718774501|0;10718774501|129559333|0;129559333|3092601795|0;3092601795|2204100011|0;2204100011|3992990334|0;3992990334|138234852|0;138234852|13510322691|0;13510322691|6550884965|0;6550884965|25620747|0;25620747|25620743|0;25620743|25620737|0;25620737|1386051849|0;1386051849|285944799|0;285944799|1874214575|0;1874214575|25632362|0;25632362|128677717|0;128677717|5884295414|0;5884295414|1788785597|0;1788785597|1788785628|0;1788785628|8211469174|0;8211469174|427067727|0;427067727|128677724|0;128677724|128674452|0;128674452|1110673556|0;1110673556|128673221|0;128673221|7188159642|0;7188159642|128673222|0;128673222|128673223|0;128673223|1788786316|0;1788786316|1418798470|0;1418798470|1418798472|0;1418798472|3092543648|0;3092543648|2244990442|0;2244990442|7188153252|0;7188153252|129800102|0;129800102|129800097|0;129800097|1416622188|0
111481288__1416622188,111481288__1416622188__cand_03_penalty,3,penalty,0.0,287.634368,3836.767509,111481288;2080756633;2207418932;111481561;2356350457;129559334;6545541668;3688773918;137868887;10718774501;129559333;3092601795;2204100011;3992990334;138234852;13510322691;6550884965;25620747;25620743;25620737;1386051849;285944799;2413940893;25632371;25632363;1684865542;1874214575;25632362;128677717;5884295414;1788785597;1788785628;8211469174;427067727;128677724;128674452;1110673556;128673221;7188159642;128673222;128673223;1788786316;1418798470;1418798472;3092543648;2244990442;7188153252;129800102;129800097;1416622188,111481288|2080756633|0;2080756633|2207418932|0;2207418932|111481561|0;111481561|2356350457|0;2356350457|129559334|0;129559334|6545541668|0;6545541668|3688773918|0;3688773918|137868887|0;137868887|10718774501|0;10718774501|129559333|0;129559333|3092601795|0;3092601795|2204100011|0;2204100011|3992990334|0;3992990334|138234852|0;138234852|13510322691|0;13510322691|6550884965|0;6550884965|25620747|0;25620747|25620743|0;25620743|25620737|0;25620737|1386051849|0;1386051849|285944799|0;285944799|2413940893|0;2413940893|25632371|0;25632371|25632363|0;25632363|1684865542|0;1684865542|1874214575|0;1874214575|25632362|0;25632362|128677717|0;128677717|5884295414|0;5884295414|1788785597|0;1788785597|1788785628|0;1788785628|8211469174|0;8211469174|427067727|0;427067727|128677724|0;128677724|128674452|0;128674452|1110673556|0;1110673556|128673221|0;128673221|7188159642|0;7188159642|128673222|0;128673222|128673223|0;128673223|1788786316|0;1788786316|1418798470|0;1418798470|1418798472|0;1418798472|3092543648|0;3092543648|2244990442|0;2244990442|7188153252|0;7188153252|129800102|0;129800102|129800097|0;129800097|1416622188|0
111481288__1416622188,111481288__1416622188__cand_04_stochastic,4,stochastic,0.0,281.694550,3465.528426,111481288;2080756633;2207418932;2207402779;2262128243;111481848;286969936;129558976;475552091;2213321498;475552096;2213447626;129557542;2214758555;1684844412;2247371499;1684844430;2247371502;137831894;2247240229;1554886175;137831888;2273291010;2273291018;25632371;25632363;1684865542;1874214575;25632362;128677717;5884295414;1788785597;1788785628;3391598673;1223806715;2517207367;335560376;478089188;478087374;1223806734;427067714;285945659;128673222;128673223;1788786316;1418798470;1418798472;3092543648;2244990442;7188153252;129800102;129800097;1416622188,111481288|2080756633|0;2080756633|2207418932|0;2207418932|2207402779|0;2207402779|2262128243|0;2262128243|111481848|0;111481848|286969936|0;286969936|129558976|0;129558976|475552091|0;475552091|2213321498|0;2213321498|475552096|0;475552096|2213447626|0;2213447626|129557542|0;129557542|2214758555|0;2214758555|1684844412|0;1684844412|2247371499|0;2247371499|1684844430|0;1684844430|2247371502|0;2247371502|137831894|0;137831894|2247240229|0;2247240229|1554886175|0;1554886175|137831888|0;137831888|2273291010|0;2273291010|2273291018|0;2273291018|25632371|0;25632371|25632363|0;25632363|1684865542|0;1684865542|1874214575|0;1874214575|25632362|0;25632362|128677717|0;128677717|5884295414|0;5884295414|1788785597|0;1788785597|1788785628|0;1788785628|3391598673|0;3391598673|1223806715|0;1223806715|2517207367|0;2517207367|335560376|0;335560376|478089188|0;478089188|478087374|0;478087374|1223806734|0;1223806734|427067714|0;427067714|285945659|0;285945659|128673222|0;128673222|128673223|0;128673223|1788786316|0;1788786316|1418798470|0;1418798470|1418798472|0;1418798472|3092543648|0;3092543648|2244990442|0;2244990442|7188153252|0;7188153252|129800102|0;129800102|129800097|0;129800097|1416622188|0
111481288__1416622188,111481288__1416622188__cand_05_stochastic,5,stochastic,0.0,284.675810,3767.919243,111481288;2080756633;2207418932;111481561;2356350457;129559334;6545541668;3688773918;137868887;10718774501;129559333;3092601795;2204100011;3992990334;138234852;13510322691;6550884965;25620747;25620743;25620737;1386051849;285944799;2413940893;25632371;25632363;1684865542;1874214575;25632362;128677717;5884295414;1788785597;1788785628;3391598673;1223806715;2517207367;335560376;478089188;478087374;1223806734;427067714;285945659;128673222;128673223;1788786316;1418798470;1418798472;3092543648;2244990442;7188153252;129800102;129800097;1416622188,111481288|2080756633|0;2080756633|2207418932|0;2207418932|111481561|0;111481561|2356350457|0;2356350457|129559334|0;129559334|6545541668|0;6545541668|3688773918|0;3688773918|137868887|0;137868887|10718774501|0;10718774501|129559333|0;129559333|3092601795|0;3092601795|2204100011|0;2204100011|3992990334|0;3992990334|138234852|0;138234852|13510322691|0;13510322691|6550884965|0;6550884965|25620747|0;25620747|25620743|0;25620743|25620737|0;25620737|1386051849|0;1386051849|285944799|0;285944799|2413940893|0;2413940893|25632371|0;25632371|25632363|0;25632363|1684865542|0;1684865542|1874214575|0;1874214575|25632362|0;25632362|128677717|0;128677717|5884295414|0;5884295414|1788785597|0;1788785597|1788785628|0;1788785628|3391598673|0;3391598673|1223806715|0;1223806715|2517207367|0;2517207367|335560376|0;335560376|478089188|0;478089188|478087374|0;478087374|1223806734|0;1223806734|427067714|0;427067714|285945659|0;285945659|128673222|0;128673222|128673223|0;128673223|1788786316|0;1788786316|1418798470|0;1418798470|1418798472|0;1418798472|3092543648|0;3092543648|2244990442|0;2244990442|7188153252|0;7188153252|129800102|0;129800102|129800097|0;129800097|1416622188|0
111481288__1684844412,111481288__1684844412__cand_01_fastest,1,fastest,0.0,98.204582,1192.293086,111481288;2080756633;2207418932;2207402779;2262128243;111481848;286969936;129558976;475552091;2213321498;475552096;2213447626;129557542;2214758555;1684844412,111481288|2080756633|0;2080756633|2207418932|0;2207418932|2207402779|0;2207402779|2262128243|0;2262128243|111481848|0;111481848|286969936|0;286969936|129558976|0;129558976|475552091|0;475552091|2213321498|0;2213321498|475552096|0;475552096|2213447626|0;2213447626|129557542|0;129557542|2214758555|0;2214758555|1684844412|0
111481288__1684844412,111481288__1684844412__cand_02_corridor,2,corridor,0.0,121.680017,1526.407538,111481288;2356350502;129559334;6545541668;3688773918;137868887;10718774501;129559333;3092601795;2204100011;3992990334;138234852;13510322691;6550884965;25620747;25620743;25620737;1386051849;2246086926;1386051845;1386051854;1386051842;1684844453;1684844412,111481288|2356350502|0;2356350502|129559334|0;129559334|6545541668|0;6545541668|3688773918|0;3688773918|137868887|0;137868887|10718774501|0;10718774501|129559333|0;129559333|3092601795|0;3092601795|2204100011|0;2204100011|3992990334|0;3992990334|138234852|0;138234852|13510322691|0;13510322691|6550884965|0;6550884965|25620747|0;25620747|25620743|0;25620743|25620737|0;25620737|1386051849|0;1386051849|2246086926|0;2246086926|1386051845|0;1386051845|1386051854|0;1386051854|1386051842|0;1386051842|1684844453|0;1684844453|1684844412|0
111481288__1684844412,111481288__1684844412__cand_03_penalty,3,penalty,0.0,120.910843,1665.250184,111481288;2080756633;2207418932;111481561;2356350457;129559334;6545541668;3688773918;137868887;10718774501;129559333;3092601795;2204100011;3992990334;138234852;13510322691;6550884965;25620747;25620743;25620737;1386051849;2246086926;1386051845;1386051854;1386051842;1684844453;1684844412,111481288|2080756633|0;2080756633|2207418932|0;2207418932|111481561|0;111481561|2356350457|0;2356350457|129559334|0;129559334|6545541668|0;6545541668|3688773918|0;3688773918|137868887|0;137868887|10718774501|0;10718774501|129559333|0;129559333|3092601795|0;3092601795|2204100011|0;2204100011|3992990334|0;3992990334|138234852|0;138234852|13510322691|0;13510322691|6550884965|0;6550884965|25620747|0;25620747|25620743|0;25620743|25620737|0;25620737|1386051849|0;1386051849|2246086926|0;2246086926|1386051845|0;1386051845|1386051854|0;1386051854|1386051842|0;1386051842|1684844453|0;1684844453|1684844412|0
111481288__1771990365,111481288__1771990365__cand_01_fastest,1,fastest,0.0,23.865612,331.466830,111481288;1771990365,111481288|1771990365|0
111481288__1842003053,111481288__1842003053__cand_01_fastest,1,fastest,0.0,303.680273,4155.903460,111481288;2080756633;2207418932;2207402779;2262128243;3392710660;286969943;1788784885;2258300905;1827037244;122549700;111467467;478821940;3391598608;478821668;111467271;478632189;1143316313;3375600900;297880608;427067714;285945659;128673222;128673223;1788786316;1418798470;1418798472;3092543648;1788786387;2244990423;428217022;2244990444;335691892;9688207149;9688207137;428216714;311889366;9370041821;428214907;111415446;12400883459;12335999720;12335957160;12396326895;1842003053,111481288|2080756633|0;2080756633|2207418932|0;2207418932|2207402779|0;2207402779|2262128243|0;2262128243|3392710660|0;3392710660|286969943|0;286969943|1788784885|0;1788784885|2258300905|0;2258300905|1827037244|0;1827037244|122549700|0;122549700|111467467|0;111467467|478821940|0;478821940|3391598608|0;3391598608|478821668|0;478821668|111467271|0;111467271|478632189|0;478632189|1143316313|0;1143316313|3375600900|0;3375600900|297880608|0;297880608|427067714|0;427067714|285945659|0;285945659|128673222|0;128673222|128673223|0;128673223|1788786316|0;1788786316|1418798470|0;1418798470|1418798472|0;1418798472|3092543648|0;3092543648|1788786387|0;1788786387|2244990423|0;2244990423|428217022|0;428217022|2244990444|0;2244990444|335691892|0;335691892|9688207149|0;9688207149|9688207137|0;9688207137|428216714|0;428216714|311889366|0;311889366|9370041821|0;9370041821|428214907|0;428214907|111415446|0;111415446|12400883459|0;12400883459|12335999720|0;12335999720|12335957160|0;12335957160|12396326895|0;12396326895|1842003053|0
